"Min","GilNK","TeudaGvoha","MachozMegurim","WFH_Exposure","n_cell"
2,"7","Below High School","2",0.136333124466422,71945.851042
2,"7","Below High School","3",0.182919345904135,40621.736761
2,"7","Below High School","4",0.167772680824333,97986.06298
2,"7","Below High School","5",0.198432463617488,69490.371553
2,"7","Below High School","6",0.215391537030211,68295.848264
2,"7","Below High School","7",0.194388833329316,5412.838815
2,"7","High School (no matriculation)","1",0.230569883640049,58243.892063
2,"7","High School (no matriculation)","2",0.190787891745499,101181.504309
2,"7","High School (no matriculation)","3",0.210631544702109,91592.672233
2,"7","High School (no matriculation)","4",0.194795665415369,207463.272988
2,"7","High School (no matriculation)","5",0.218032170628994,140833.648209
2,"7","High School (no matriculation)","6",0.187071250417799,117549.009542
2,"7","High School (no matriculation)","7",0.216320475233544,26826.471612
2,"7","Matriculation (Bagrut)","1",0.171693451465034,68886.618149
2,"7","Matriculation (Bagrut)","2",0.214863728931602,105403.829569
2,"7","Matriculation (Bagrut)","3",0.199859135415422,91703.991158
2,"7","Matriculation (Bagrut)","4",0.200301462263168,255135.841002
2,"7","Matriculation (Bagrut)","5",0.193416224357913,192190.043667
2,"7","Matriculation (Bagrut)","6",0.210096010481035,110814.465743
2,"7","Matriculation (Bagrut)","7",0.233064862068208,31135.364309
2,"7","Post-secondary, non-academic","1",0.211138376164062,50371.548803
2,"7","Post-secondary, non-academic","2",0.200817435375609,127890.473819
2,"7","Post-secondary, non-academic","3",0.180284736237847,156238.644807
2,"7","Post-secondary, non-academic","4",0.194061300363201,234436.791309
2,"7","Post-secondary, non-academic","5",0.221906833634981,118050.066157
2,"7","Post-secondary, non-academic","6",0.20492207066384,148398.119186
2,"7","Post-secondary, non-academic","7",0.177507247800575,29927.923992
2,"7","Academic Degree (BA/MA/PhD)","1",0.230724775215654,189193.715491
2,"7","Academic Degree (BA/MA/PhD)","2",0.203443704382208,232865.167297
2,"7","Academic Degree (BA/MA/PhD)","3",0.231810010702147,296707.826308
2,"7","Academic Degree (BA/MA/PhD)","4",0.230425591536007,644445.826053
2,"7","Academic Degree (BA/MA/PhD)","5",0.269991210360476,391858.297317
2,"7","Academic Degree (BA/MA/PhD)","6",0.165245401576355,281704.218576
2,"7","Academic Degree (BA/MA/PhD)","7",0.226206414592769,96086.311827
2,"7","Other/No Certificate","1",0.258811914900587,4951.251399
2,"7","Other/No Certificate","2",0.20879054162128,8748.865684
2,"7","Other/No Certificate","3",0.198477563203759,8853.685544
2,"7","Other/No Certificate","4",0.211033043463118,18992.14515
2,"7","Other/No Certificate","5",0.237444392134733,12836.033629
2,"7","Other/No Certificate","6",0.107190266252363,3659.024107
2,"7","Other/No Certificate","7",0.213128940940081,3895.215303
2,"7",NA,"1",0.221997338151972,5880.002291
2,"7",NA,"2",0.190624464809449,8910.594602
2,"7",NA,"3",0.240507185511749,11847.939075
2,"7",NA,"4",0.201845809489926,14568.9317
2,"7",NA,"5",0.23917318792657,13300.316856
2,"7",NA,"6",0.186039309627729,11264.815319
2,"7",NA,"7",0.261200426328588,1345.827646
