"spec","point_estimate","se","mde","within_mde"
"single_additive",-0.0687818397645827,0.107578083678416,0.301389169026371,TRUE
"single_fe",-0.0675800967933936,0.10329604333336,0.289392668092298,TRUE
"partnered_additive",-0.0134038401554051,0.0792918907608956,0.222142989071953,TRUE
"partnered_fe",-0.00505775676870968,0.0791760960534841,0.221818580331334,TRUE
