"bound","mother_post_coef","se","ci_low","ci_high"
"lower",0.213312865300026,0.180841018563338,-0.141129018011656,0.567754748611707
"point (untrimmed)",0.826065169551782,0.182950996409503,0.46748780565344,1.18464253345012
"upper",1.3132223484516,0.181433793804767,0.957618647015793,1.66882604988741
