"param","cluster_var","cluster_robust_se","boot_p","boot_ci_lower","boot_ci_upper"
"Mother:Post:WFH_Exposure","MishlachYad_ISCO_08_2",0.00859775984840634,0.628062806280628,-0.0178922620511968,0.0245807735829433
