"param","cluster_var","cluster_robust_se","boot_p","boot_ci_lower","boot_ci_upper"
"Mother:Post:WFH_Exposure","MishlachYad_ISCO_08_2",0.00923464767630377,0.0651065106510651,-0.0452587295290291,0.00364818477184534
