"param","cluster_var","cluster_robust_se","boot_p","boot_ci_lower","boot_ci_upper"
"Mother:Post:WFH_Exposure","MishlachYad_ISCO_08_2",0.0260874346119854,0.937693769376938,-0.0730878426344621,0.088857013710063
